tag,Q,A,src
talk,연애생각 아예 비우고 살려고 했는데 갑자기 확 찾아오네,ㅋㅋㅋ나도 5년만에 고딩때 동창이 뜬금없이 연락와서 자기 근처사는데 함보자 그래서 사귄적있음 ㅎㅇㅌ,fmkorea
breakup,이별 31일차,든든한 버거킹 먹고 잊어버리자!,fmkorea
datecourse,판교 현백 영화본 다음 뭐할까요,세시셀라 당근케이크 존맛탱,fmkorea
talk,나한테 이상한 짓 했던 애들 망해가는거 보면서,나도 나 괴롭혔던 사람 인간관계 망한거보고 쌤통이던데,fmkorea
talk,숏컷한 사람 너무 이쁜거 같음,숏컷?단발? 잘어울리는 여자들은 아마 머리 길어도 존예일걸 ㄹㅇ,fmkorea
breakup,첫 연애 26일만에 마무리,고생했어 다음에 더 좋은 사람 만날 수 있을거야,fmkorea
talk,지금 27살인데,2년이란 긴 시간이다,fmkorea
talk,"밀당, 조절 이런거 잘하는 사람들 보면 좀 신기함",다른 일에 몰두하면 됨,fmkorea
talk,남친 개웃기네,ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋ ㅋㅋ ㅋ ㅋ,fmkorea
talk,겨울 방학때 일본 가야지,혼자 일본여행! 저는 혼자 밤거리를 산책해보고싶습니다,fmkorea
talk,소개팅 망한듯,네 맞습니다,fmkorea
talk,여친결혼상대의 성형은 어디까지 괜찮음?,코 윤곽은 좀 힘들거같은데,fmkorea
talk,님들 안자고 며칠까지 있어봄?,36시간 조금 넘게버티다 잤는데 5시간자고 깸,fmkorea
talk,예전 연애담인데 5자매인 여친 만났을때 좀 피곤하긴 하더라,상상만해도 불편하네요;;,fmkorea
talk,와 우리집빌라에 이쁜사람있는지 처음 알았네,꼬셔봐,fmkorea
talk,여친이랑 피방가는 것도 재밌긴함,너무 못해서 진행이 안되면 그건 또 좀 그래ㅠ,fmkorea
talk,형들 첫사랑 언제 잊혀짐,잊혀졌다 생각될 때쯤 꿈에 나오더라 ㄹㅇ 이제 뭐 사랑 감정은 없지만 꿈에 나오고 그러면 그냥 멍해짐,fmkorea
question,보통 소개팅 만나기전에 카톡 많이 하시나요?,상대가 선톡 보내면 본인도 선톡 보내시죠,fmkorea
question,소개팅 마치고 쟈철 탔다,예쁨?,fmkorea
talk,여자는 왜 말로 사랑한다고 표현해야 사랑받는걸 느끼는걸까,들어도 들어도 좋기때문에,fmkorea
talk,헬스장에서 자주 보던 이쁜 여성분이 안보이네요,누가 고백해서 혼내준듯,fmkorea
talk,걍 질문 많은건 성격인가?,어떤 상황임?,fmkorea
talk,허  꿈에서 여친 룸메가 나옴,꿈인데요 뭐,fmkorea
talk,번호땃었는데 연락이 안와요 ㅠㅠ,자존감채우기용?,fmkorea
talk,남자가 여자보다 피부가 더 하얀 경우,좋아한다라는 느낌보다는 부러워한다? 이런 느낌이 더 강하긴 했음,fmkorea
datecourse,컨저링 담주 주말에도 상영하려나요? 영화 언제까지 상영하는지 어케암?,극장마다 다름,fmkorea
talk,주식 종목 정리하고 있는데 차트 모양 예쁜 종목 찾음,ㅋㅋㅋㅌㅋㅋ,fmkorea
talk,"집에만 있기 무료한데, 혼자 갈만한곳 추천좀 ㅋㅋ",그럴땐 걍 목적지없는 드라이브~,fmkorea
talk,범죄사건 보면 사람들은 되게 간사한거 같음,그냥 범죄자를 욕하고 싶으니까 부족한 부분을 찾아서 함께 까내리는거죠 뭐,fmkorea
datecourse,곧 2주년인데 뭐하는 게 좋을까,차박 어때요?,fmkorea
talk,슬램덩크가 개봉했네,오늘 저녁에 볼 거임 ㅋㅋ,fmkorea
talk,여자친구랑 일본여행 가보고싶다,좋지요~하코다테 ㅊㅊ,fmkorea
talk,남자면 여친 사귀고 여자면 남친 사겨라,외롭다ㅜㅜ하,fmkorea
talk,썸은 1명하고만 vs 썸은 여러명도 가능,후자는 어장하고 다른게 뭐야?,fmkorea
talk,전에는 겜에서 이성을 만나는걸 엄청 히이이익 하는 분위기였는데,기회되면 만나ㅋ 난 만나봤ㅋ,fmkorea
question,다들 음악리스트 공유하나요?,뭐 일반적인 노래들이면 공유해도 괜찮지,fmkorea
datecourse,평일날 저녁먹구 어디가야함?,차에서 데이트염,fmkorea
talk,소개팅 고수분들 도와주세요,전 1차를 스키야키 먹으러 간 적도 있음,fmkorea
breakup,이거 연락하기 싫은데 어캐요,그냥 빨리 해치우고 끊으셈,fmkorea
talk,오늘 하나배웠다,뭐라 해줄 말이없네,fmkorea
question,경고합니다 다들 오늘 카페가서는 커피류만 마시도록,스무디시켜야지,fmkorea
talk,연애할때도 밀당이 필요할까?,필요해 진짜ㅇㅇ,fmkorea
talk,ㅎㅇ~ 31살 모솔 백수입니당,지금이라도 마음 고쳐먹으면 가능할듯,fmkorea
talk,성과듬들어옴,테슬라 매수 해줘,fmkorea
talk,햄버거 먹다 영화 봄,스릴러임?,fmkorea
talk,생일 전날 모솔 탈출했음 ㅎㅎ,축하해 !!,fmkorea
breakup,헤어졌다,힘내요,fmkorea
datecourse,형들이 아는 합정역 맛집 있나여 ??,감성타코,fmkorea
talk,군대 갔다와도 사람 쉽게 안변한다,진짜 나이 먹을수록 더 그 성향이 단단해지는 것뿐이구나 느껴지는 사람들이 대부분임ㅋㅋㅋㅋㅋ,fmkorea
talk,고딩때 사귄사람이랑 결혼할 확률 어느정도일까,"내주변에 한커플 있음 고딩때 만나서 지금 결혼준비하던데,,,",fmkorea
talk,여친 이태원 갔다 다른데 갔는데 큰일 날뻔했네,다행이다ㅇㅇ,fmkorea
talk,동창회 요즘에도 하나요,우린 파토남,fmkorea
question,니플패치 붙여도 튀어나오는데 원래 그래?,두꺼운 옷을 입어!,fmkorea
talk,좋아하는애 내일 일단 보기로 했는데 뭔 얘기를 해야하지,이미 친한사이인게 독이네 서로 더이상 알아가고 싶은게 궁금한게 없으니 알아가면서 단계를 밟는건데 이미 친한상태에서는 어떻게 해야될지 나도 모르겠다,fmkorea
talk,회사 짝녀 번호 물어볼때,내눈에는 괜찮아보이는디,fmkorea
question,시간을 갖자는말,넵 헤어지자 라고 말 안한다 한들 마음의 준비는 하셔야 할 것 같습니다,fmkorea
talk,세상이 좀 늦게 갔으면 좋겠다,대신에 오래 가면 되져,fmkorea
talk,여친 다시 잡았는데 나 멀티프로필로해놨네,ㅠㅠ아닐가능성도 있잖아!,fmkorea
talk,요번주 할로윈이네요 ㅎㅎ,과제하고 팀플해야지 할로윈은 무슨,fmkorea
question,헤어짐을 통보하고 붙잡히는거는 미련이 남아서일까?,다시잘해봐,fmkorea
talk,썸 깨졌는데 왤케 마음이 후련하지,고생하셨음 ㅎ,fmkorea
talk,연애 진짜 어려운거같지않음?,난 좀 특이한가 봐 연애가 딱히 어렵다고 안 느껴짐 흘러가는 대로 사랑하는 게 연애인 것 같아,fmkorea
talk,술이 필요한 상황에서 술을 못하면 어떻게 처세해야 좋을까요?,저라면 사실대로 이런이런 병이 있어서 술을 못한다고 자리 가기전에 말할듯,fmkorea
talk,연애 안끊기고 하는 기준이 먼지 모르겠음,년 단위는 되어야 연애 좀 쉬는구나 싶지 않나 ㅋㅋ,fmkorea
talk,나랑 다른 팀 좋아하는 여자 만나고싶다,"그냥 여친이 축구를 좋아했으면 좋겠다 나는,,",fmkorea
talk,1년에 천만원도 모으기 힘드네,그래도 행복하다면 그만입니다~,fmkorea
talk,마음떠났는데 안헤어지고 계속 사귀는이유가 뭔가요?,자기가 차기는 미안해서 차일려고 빌드업 하는건가봐요,fmkorea
talk,대학축제 혼자가도 상관없으려나?,혼자가서 둘이 나오면 됨 ㅎㅇㅌ,fmkorea
talk,헤어진지 8개월 된 전 여친한테 연락함 ㅋㅋㅋ,? ㅋㅋㄱㄱㅋㅋ,fmkorea
talk,썸녀랑 통화 몇분 정도 하시나요?,사귀기 전에 1시간 이상은 했음,fmkorea
question,몇년만에 소개팅을 할거같다,만나바바,fmkorea
question,크리스마스 임박해서 연락해보면 의도가 불순해보일까?,의도 불순하게 보내는건데 뭐,fmkorea
talk,하 카톡 프로필 하나하나 보면서 여자야? 이러는거 왜이렇게 싫지,여자야?,fmkorea
talk,동안인건 솔직히 의미없는거 같음,와 근데 엄청 동안이신가보다 난 부럽다,fmkorea
talk,크리스마스 호텔 벌써부터들 하는구나,나도 하고싶다,fmkorea
talk,몸 안좋아서 일찍 퇴근하겠음,조심히가슈,fmkorea
question,내일 애프터!,영화보고 저녁먹고 분위기좋으면 2차로 술한잔 ㄱㄱ,fmkorea
talk,너무좋아,지렸다 ㄷㄷ,fmkorea
breakup,헤어져서 잠 못 이루는 청춘들을 위한 노래,노래추천 감사,fmkorea
question,전 썸녀한테 언팔당함,다른 썸 생긴줄 알고 언팔,fmkorea
talk,연애할때 경제적 능력 보기도함?,보기도 하죠 결혼생각 안해도 같은 값이면 다홍치마느낌?,fmkorea
talk,5년반 만나고 헤어진지 2주됬는데,사람은 사람으로 잊는게 답임,fmkorea
talk,난 나보다 좀 못난 사람을 만나고 싶음,나중에 장기연애가면 그땐 배불러서 딴소리할거같은데,fmkorea
question,난 질 수 밖에 없어,패배자,fmkorea
question,근데 애프터때 뭔 얘기 함?,연애관 이상형,fmkorea
datecourse,요즘 가볼만한데 어디가 있을까요?,한남동,fmkorea
datecourse,롯데월드에서 주말에 논다고 하면 몇 시에 만나는게나음?,오픈부터 저녁먹기전까지??,fmkorea
breakup,헤어졌습니다 ㅋㅋㅋㅠㅠㅠ,그냥 그만큼 님을 안조아한거네요얼렁 넘기고 더 좋은 딴여자 만납시다,fmkorea
talk,다음달에 소개팅 잡힘,든든한 지원군이 있어서 부럽네 잘돼라 화이팅,fmkorea
talk,멀티탭 6구 쓰니까 만족도가 높네요,광고같아여,fmkorea
question,여자친구 살 빼게 하는 방법 없나,운동 데이트!,fmkorea
talk,님들은 잘생겼다는 소리 몇번들어봄?,맨날 들음,fmkorea
talk,전여친 전화번호 바꿨나보네,ㅜㅜ 왜그래,fmkorea
talk,소개받아서 만난 애한테 연락 끊겼네,소개팅 대부분은 외모 or 성격이 안맞아서지 뭐 그 사람이 인연이 아닐 뿐 더 잘 맞는 사람 만날테니까 걱정 ㄴㄴ,fmkorea
talk,생각 접기 좋은 활동이 운동임?,몸이 힘들면 아무래도 생각을 덜 하니까 운동이 좋죠,fmkorea
talk,여자친구가 있을 때 여사친 생일 축하 해준다 vs 안 해준다,생일축하해쥬는게 무슨 상관 당연 그럴수있죠,fmkorea
breakup,사내연애하다 헤어졌는데 전여친이 점심저녁을 안먹네,아 밥을 안먹는구나,fmkorea
talk,여자는 막 대할때 더 잘 이어지는 것 같다,혹시 선생님께서는 존잘이십니까?,fmkorea
talk,삼프터하고 오늘부터 사귑니다,아기분안좋아짐,fmkorea
talk,같이 할만한 취미 뭐가 있을까,게임 스쿼시 배드민턴,fmkorea
talk,난 새해 인사 다 전화로했는데,아무렴 어때 진심이 전해졌으면 되지,fmkorea
question,짝녀 한테 좋아하는 마음이 사라짐,짝사랑 유효기간은 한달,fmkorea
question,여친 1주일에 몇번 보나요?,최소 3번 여친집이랑 저랑 도보 15분거리,fmkorea
question,형님들 급해요 뭐라보내야돼요,오 나 등산 좋아해서 나같으면 같이 가자고 하지,fmkorea
talk,생일 축하해주세요ㅠ,생축!,fmkorea
talk,삼십대 직장인 커플들은 거의 결혼전제로 만남??,거의 그렇지않나 나도 지금 누군가를 만나면 비혼주의가아님 이야기는 나올뜻,fmkorea
talk,새내기때 잘 안됐던 썸녀랑 간만에 dm했는데 갑자기 만나자 이러네,영어 유치원 알아봐야겠네,fmkorea
breakup,어제 1년1개월 연애끝에 헤어지고,힘내요!! 인연이라면 꼭 다시 만날거에요,fmkorea
question,멜론VS 유튜브 뮤직 뭐쓰시나요,지니뮤직 쑴다,fmkorea
question,여친 만날때 긴장&떨림 어떻게 잡을까요,신경 안정제 드세요!,fmkorea
datecourse,등산vs롯데타워 아쿠아리움,날씨가 좋으면 낼 등산이고 아니면 아쿠아리움이 나을거 같네요,fmkorea
talk,아으 근육주사라 그런지 팔이 좀 아프네요,저는 가다실 1차때는 그냥 참을만 했는데 2차 3차때는 아퍼서 자다가 깨고 그랬어요,fmkorea
talk,아천안터미널 데이트 하는 사람들 개~~많네,천안터미널이 천안 랜드마크 아닌가,fmkorea
datecourse,썸녀랑 첫만남에 밥 영화 산책 카페 컷햇슴,이제 뽀뽀 하면 되겠다 어후야~~,fmkorea
talk,연락이 평소랑 많이 다르게 느껴지면 슬슬 정리하는게 맞겠제,여자의 마음은 어려워,fmkorea
question,약속 깨는거 진짜 너무 정떨어지네요,님과의 관계가 그정도인거임,fmkorea
question,어디까지가 썸임???,전 제 경험상 헷갈리면 저 혼자 삽질한거였슴,fmkorea
talk,오늘 생일이라 그런가,생일 축하해~,fmkorea
talk,동거중인데 확진이 안되네 머지,그거 양성 나중에 나오는 사람도 있음 23일뒤에 다시 해봐,fmkorea
datecourse,서울 야경 좋은 곳 추천좀,낙산공원,fmkorea
question,이번 주말에 헤어지는 건 너무 배려가 없을까,다른 날 한다고 데미지가 다르진 않을듯,fmkorea
talk,아이 추워라,나도 춥다ㅠ,fmkorea
talk,소개팅 후 안읽씹은 진짜 기분 나쁘네 ㅋㅋ,무개념,fmkorea
question,눈을 낮춘다는게 현실적으로 가능한가요?,쉽지않음 그래서 눈 낮추라는 댓글은 잘 안달게 됨ㄹㅇㅋㅋ,fmkorea
question,연애 상담 좀만 해드릴게요,내일 소개팅 애프터하기로 했는데 나가기가 귀찮아요 분명 소개팅땐 나쁘지 않았는데 그냥 취소할까요,fmkorea
talk,능력있는 여자 어떤가요?,매력이 될순있지만 언제나 난 저것만 보고는 연애도 못할거같음,fmkorea
talk,근데 연애시작하고싶으면 지금이 적기긴 함,봄 시즌이 ㄹㅇ 핫하지,fmkorea
talk,왕복 5시간 결혼식 감,"서울 부산,,??",fmkorea
talk,방금 형사과라고하면서 보이스피싱 전화왔는데,명국이라니 작명센스 특이하네 걔네,fmkorea
talk,현백 사람 겁나많다,여의도 더현대? 웨이팅 긴가요,fmkorea
talk,갑을이 없는 연애하고싶다,주관만 또렷해져도 갑을 덜 생김,fmkorea
datecourse,남양주 구리 송파쪽 여친 생일에 갈만한 음식점 추천 좀,스시 오마카세?,fmkorea
question,축의금 보통 얼마씩 해?,난 지방이라 5씩만 함 대신 보통 밥은 안먹고옴,fmkorea
talk,불면증때문에 미치겠다,난 애인 생기고 불면증 생겼어 계속 띄엄띄엄 못자다가 이번에 3주째 제대로 못자는중ㅠㅠ,fmkorea
question,여자가 나한테 동아리 선배 느낌이 든다는데 정확히 어떤 뜻이야?,상황에 따라 의미가 많이 다른데?,fmkorea
talk,오늘 과 학생회 회식했는데 설렜다,대학교 술자리가 어장당하기 쉬우니 조심하셈,fmkorea
datecourse,문래동 밥집카페 추천 해주실분 게신가요????! 다른 추천 장소 ?,페어링이라고 파스타집인데 맛이랑 가격 괜찮아요 카페는 검색해보셔서 취향에 맞게 가시면 될 것 같아요,fmkorea
question,이따 여친 만나는데 음식 추천좀,마라탕,fmkorea
talk,이별 다이어트로 10키로 빼고 3키로 회복했다,원래 삶이란 롤러코스터 입니다 ㅎㅇㅌ 아프지마시고 건강하십쇼,fmkorea
talk,여친이랑 싸운거 화해 했습니다,그래도 여자친구분이 잘못을 아셨네 다행임,fmkorea
talk,여친 코로나 걸림 ㄷㄷ,나중에 뜨는경우도 있어요,fmkorea
talk,연애x 배달기사한테 은근 편견 있었는데 오늘 착한 사람 만남,걸고넘어지면 환불해줘야 하거든 ㅋㅋ,fmkorea
talk,친구들한테는 빼빼로 카톡으로 막주는ㅋㅋ,빼빼로가 먼데,fmkorea
talk,참 힘듬 남자는,남자 아이가! 힘 내라!,fmkorea
question,대전에서 여친 만나기로 했는데요 ,성심당,fmkorea
talk,요즘 벚꽃 피었나요 ? ?,벚꽃이 뭐죠,fmkorea
talk,여러분은 무엇을 하며 시간을 보내시나요,야구보기,fmkorea
talk,고딩동창 남자와 여자는 평생친구가 될수있는가?,난 가능,fmkorea
datecourse,수원역 이쁜 카페 있을까요??,저도 궁금하네요,fmkorea
talk,여자는 왜 이렇게 사랑을 확인하려 하는걸까요,애매하게 행동해서,fmkorea
