tag,Q,A,src
love,과몽입 미안한데 ENFJ 들은 둘이서 만나자는게 플러팅이 아니야?,그냥 이성이어도 인간적으로 좋아하는 사람이랑은 둘이서 만나고 싶기도 해 사심없이,instiz
flirt,썸붕 내기 전에 시그널 같은 거 보내는게 좋아?,할 수 있으면 하는 게 좋지ㅜ,instiz
breakup,헤어지면 SNS나 카톡프사에서 사진 바로 내려? 아님 좀 있다가?,난 바로 내려,instiz
love,사귀고 처음 맞는 생일인데 12시 땡 연락 못한 걸로 서운해?,ㄴㄴ 괜찮아,instiz
love,썸이 처음인데 어떻게 끝내야 하는지 알려주라ㅜㅜ,그냥 서서히 연락텀 줄이면서 멀어지는수밖에,instiz
love,심한 말 장난치면 당연히,관심이 없으면? 대화조차 하지 않았다,instiz
breakup,와 술먹고 연락오면 정떨어지는거 무슨 과학인가,술 먹으면 뭔들 못 해,instiz
breakup,내일 전애인이랑 저녁 먹기로 했는데 뭔 얘기하지,부럽다 얼마만에 연락왔어?,instiz
love,다들 애인을 좋아하게 된 계기가 뭐야?,첨엔 겉모습 보고 오 ㄱㅊ네 했는데,instiz
breakup,지금 시기엔 다른 남자 만나면 안되는거지?,만나보면 아는데 데이트 중에 생각나 ㅋㅋㅋ,instiz
love,#(여자)청자#들 데이트할 때 예쁘다 소리 몇 번 들어??,그냥 남친이 날 이쁜이라고 불러 그거 말곤 그냥 딱 만났을때 정도,instiz
love,새로운 사람을 만나도 전애인이 그리우면 어떻게해,그럼 시간이 더 필요한거임 혼자 있을 시간,instiz
breakup,직장인 전애인한테 평일에 연락하려면 어느 시간대가 제일 괜찮을까,솔직히 난 점심시간 연락 받은 적 있는데 심란해서 업무가 안 잡혀서 좀 화나더라,instiz
love,ISFP 카톡 답장,웅 잇프피는 좀 생각해보고 답장 보내더라ㅋㅋㅋ 아니면 혼자만의 시간 다 갖고 소통할 수 있는 마음가짐 가질 때 다시 보내,instiz
breakup,애인이 하고싶은 일 있다고 해서 도전 응원해줬더니 결국 돌아온 건 이별 통보네,나도 그렇게 차였어 인생 덧없다,instiz
couple,애인은 좋은데 애인이랑 하는 데이트가 재미없어서 만나기싫어,헐 나도 남친은 아닌데 그냥 썸타던 애들이랑 뭐 하는거 다 노잼이었음 친구랑 놀거나 혼자 노는게 백배잼씀,instiz
love,연애 유튜버 보는 거 있어??,28  연애만 흠  타코사마,instiz
love,생일선물 줄려는데 에어팟맥스랑 소니중에 뭐가 더 나을까??,선물이면 에어팟맥스,instiz
love,바람 피는사람들 많을까,당연히 많지,instiz
love,남자들 보통 여자 키 상관 없다고 하잖아,난 160~158? 그 이하는 너무 작아 내 키가 커서 차이 너무 많이 날듯ㅋㅋㅋㅋ,instiz
love,애인 안고 자는 거 진짜 포근해,다리 올리는 거 ㄹㅇ ㅋㅋㅋ,instiz
love,번호 따고 싶은데 용기가 안 난다,추워지니까 따뜻한 음료에 메모지 붙여서 #화자# 번호 쓰고 드려!,instiz
love,INTP은 썸붕나면 미련없어?? 인팁답해주라 ㅜㅜ,큰미련없음,instiz
couple,흠 애인이 나에 대해 궁금해하지않아,나도 굳이먼저 보여주지 않는이상 물어보면 실례일거같아서 안물어봄,instiz
breakup,나한테 맘 떴다는게 확실해지니까 나도 맘 정리가 되네,#화자# 고생했어 나도 비슷해,instiz
love,와 카톡업뎃이제 걍 전애인들 다 차단해놔야겠다,이제 프로필 누르면 다 보인대? 개오바군,instiz
flirt,4달 가능 ?,서로 얘기가 된거면 가능한 거지 뭐,instiz
flirt,썸붕 됐는데 연락 올거같은 이 느낌은 뭐야?ㅋㅋㅋㅋㅋ,나도 그랰ㅋㅋㅋㅋ,instiz
love,이성한테 특이한 포인트에서 정떨어지는 거있음?,대중교통에서 노약자석 임산부석 앉는 거,instiz
love,헤어질까?,너가 먼저 차,instiz
love,꺄 금요일에 애인이랑 같이 축구보기로했다ㅠ,잼겠다ㅠ,instiz
couple,애인네 가족이랑 연말에 저녁식사 초대받았는데 선물 뭐 사는게 좋을까,꽃 과일 건강식품 중에? 아님 남친한테 물보깅!?,instiz
love,재회하고 잘 만나고 있는 #청자# 이써?,나나!,instiz
love,30살 넘어가면 원래 이렇게 계산적임?,30살은 상관X,instiz
breakup,나는 남자 없이 잘 살아~,그럼그럼~~~,instiz
love,이성이랑 알바 1달 정도 같이해도 호감이 생길 수 있엉?,당연하지 언제든지 생길 수 있는 게 호감임,instiz
breakup,호구연애하다가 바람맞았어,사람말고 자기계발하다보면 좋은 사람 따라올 거야,instiz
love,좋아하는 사람한테 장난 많이 친다 VS 오히려 못친다,나 진짜 나무토막 됨,instiz
love,보통 안물어봐도 먼저 자기 부모님 직업이랑 연봉 알려주나,자랑 엄청 하고싶었나본데 보통 본인 직업이나 연봉도 잘 안까잖아 ㅋㅋ,instiz
love,내 애인 간호인데 학점 17나왔대,아니 대체 왜,instiz
love,아닌 사람은 ㄹㅇ 빨리 헤어져라,ㄹㅇㅋㅋ 그래서 정 들어서 이도저도 못하는 중,instiz
love,나 개인적으로 힘든일생겼는데 짝남이 말해달래 너네같음 말해?,웅 그거 물어본 자체가 관심 아예 없는 건 아닌 거 같아서 좋을 거 같은데?,instiz
love,예쁜 애들은 연애할때 더 대접받아?,그건 아닌거 같아 난 늘 대접받는데 예쁜편은 아니라 생각해,instiz
love,토끼띠인 이성은 다 귀엽지?,알릅 히노끼,instiz
love,썸붕났는데 친구로 지낼 수 있어?,ㄴㄴ 걍 잊어라,instiz
love,나 오늘 결혼 전에 인사한다고 시댁 쪽 친가 갔다왔는데 보통 이래?,꼭 결혼 해야해?,instiz
love,연애 시작할때 여자가 약대 다니는건 메리트 있을까,소개팅 잘 받을 수 있지 않을까??,instiz
love,크리스마스 선물 준비하지마래 ㅜㅜ,선물 주는 사람 마음이지!,instiz
oneside,모솔#청자# 짝남이랑 친해지고싶어 죽겠음,어디서보는데??,instiz
etc,연애 현타 시기 극복하는 법 좀 알려줘,연애를 하지말고 자존감부터 키워야지,instiz
breakup,왜 갑자기 이별1일차가 된것같지,나도ㅠㅠ 또 암것도 못하겠어ㅠ,instiz
love,헤어지고 얼마 정도 지나서 다시 연애했어?,1년 3개월!,instiz
love,전애인 카톡 추천친구 뜬거 개짱나,"ㄹㅇ왜안지워,,",instiz
breakup,헤어진지 2년 다 되어가는데 아직도 찝찝하고 답답해,찝찝해서 새 시작 못할 정도면 연락혀 확실하게 끝내,instiz
love,헤어지자고 얘기중인데 중간에 갑자기 사라지면 어캄 ?,카톡으로 할 말 보내고 연락 달라고 해봐 우는중인가본데,instiz
love,아 썸남 취해서 나 막 만짐,우욱 ㅠㅠ,instiz
breakup,헤어지고나서 슬픈노래 슬픈영화에 빠져 살아야 덜 힘든 사람도 많아??,지금 제일 슬프고 마음 놓고 울어야 나중에 조금 편해지더라,instiz
couple,"애인 부모님이 설날이라고 세뱃돈 주시면 받음,,,?",감사합니다~!하구 받아야지 어른 주시는데 거절하는거가 오히려 예의아니야,instiz
love,무던한데 눈치 빠른 애인 진짜 짱이야,와 그런 사람 만나봤어 엄청 좋아!!,instiz
love,짝녀한테 선팔 먼저 왔는데 이걸로 의미부여해도 돼?,디엠은 놉!,instiz
breakup,제발 꿈에 그만 나오라고,이미 정떨어진듯,instiz
couple,크리스마스 이브에 데이트 할건데 서울#청자#들 어디가??,우린 서울에 사람 너무 많을거가타서 서울근교로 빠지려고 거기도 많겟지만ㅜ,instiz
love,번따남 연락 어떻게 끊어?,걍 차단,instiz
couple,다들 크리스마스 선물 뭐 해???,커플티 아직 없으면 커플티 추천해,instiz
breakup,이제서야 객관적으로 판단이 가능하네,헤어진지 몇달됐어??,instiz
love,거제도 갈건데 코트 VS 패딩,나는 코트 입을래 안에 히트텍 입고,instiz
love,280일 사귀면서 소고기 3번 사준거면 많이 사준거아니야??,마니 사준거지,instiz
love,너네는 이상형 MBTI 뭐야??,INFJ,instiz
love,크리스마스랑 연말 다 가족한테 양보해야하는 애인 어떰,음몇살이야?,instiz
love,짝사랑중인데 전애인사진보면 복잡해,3년이면 그간 정이있잖아 그냥 그럴수잇다고봐,instiz
love,같은 무리에서 애인사귄 애들아 헤어지고 어케했어?,난 상대쪽에서 같이 굴고 그것때매 같이 해어져서 그쪽이 무리에서 나갓어,instiz
breakup,찬 사람이 연락 안하는건 99프로 마음 없어서지?,그렇겠지 ㅋ쿠ㅠㅠㅠㅠ,instiz
love,럽스타그램 헤어지면 다 삭제해? 아니면 비공으로 해놔?,난 삭제,instiz
breakup,인스타스토리 언제쯤 봐야 조금이라도 신경쓰일까?,항상 빨리 보던 애가 늦게 보거나 안보면 좀 신경 쓰이긴 하더라,instiz
love,내가 식은 거 보일 때마다 붙잡으려 하는 거 마음 아프다,ㅠ 맘아프네,instiz
love,멍멍이상 호불호 많이 갈리지 않아?,댕댕이도 댕댕이 나름이라,instiz
love,애인 생기면 애인이랑 뭐를 제일 하고싶어? 나는,난 그냥 일상 나누는 거 오손도손하게 뜨개질두 하구 ㅋㅋ,instiz
love,진짜 상대의 마음을 알 수 있으면 얼마나 좋을까,진짜 필요해ㅠㅠ,instiz
love,시간갖자한지 이틀찬데 연락하는거 에바지,웅 하지말고 기다려 상대한테도 시간은 줘야지,instiz
love,소개팅 원래 이래??,ㅇㅇ 원래 그래 ㅋㅋㅋㅋㅋㅋㅋㅋ,instiz
love,크리스마스가 N주년인 #청자#들아!!!!!!,난 크리스마스가 N주년은 아니고 생일이 그 근처인데 구냥 퉁칠 수 있어서 좋아,instiz
love,하 전애인한테 연락할까 말까,"무슨 상황인지는 모르겠지만, 서로 싫어서 헤어진 게 아니면 다시 연락해도 될 거 같아",instiz
love,사귄지 한 달 됐는데 반지 맞춤 ㅋㅋㅋㅋㅋㅋㅋㅋ,긔여웡 ㅠㅠㅠㅠ 흑 ㅠㅠㅠㅠㅠㅠ,instiz
love,주변에 26살인데 알바하는 사람 많아?,#화자# 애인이 이상한디,instiz
breakup,헤붙 여러번해서 그런가 헤어져도 헤어진거 같지 않고 ㅠㅠ,"난 두 번째 헤어진건데도 해어진 거 같지가 않네 나도 딱 그 마음이야,, 왠지 다시 연락 올 거 같은 느낌ㅜㅜ",instiz
love,반나절동안 연락 없는데 그냥 놔둔다 아니면 뭐라할까,걍놔둠,instiz
couple,"애인 밸트 사주려는데,, 어디 브랜드가 좋을까?",얼마정도? 몽블랑 멋진데!,instiz
love,애인이랑 잘 때 이불때문에 약간 고민,따로 덮는게 좋지않으까???!,instiz
love,나랑 썸타던 애가,나 그거 당한 적 있는데 개어이없었어 ㅋㅋㅋㅋ나 좋다면서 먼저 나한테 연락하면서 뒤로는 전여친이랑 연락한 거 아니야,instiz
love,호감이 없어도 집이 멀면 자고 갈 수 있어?,그냥 친구로 생각하나봐,instiz
love,남자 배우 덕질 하는거 이해 해주는 애인 드물어??,진짜 관심없었으면 아 그래? 하고 말텐데 #화자# 애인은 그정돈 아닌거 같은디 신경 쓰여서 저런 말 하는거 같음,instiz
couple,애인을 너무 좋아해도 멋을 안부리게 되는 경우는 뭐야?,애인 좋아하는거랑 꾸미는거랑은 별개인가부지,instiz
love,카톡 연락 잘 하던 사람이 갑자기 톡이 뜸해졌네,먼저 해봥,instiz
oneside,애인있는 사친이 귀여워보여,애인 불쌍,instiz
love,어딜가나 좋아하는 사람이 생기면 예쁘장한거야??,예쁘장하지않으면 안 좋아하지 암,instiz
love,애인이 디엠을 진짜 안봐 말하기 전까지 안봐,인스타 알림 꺼둔거 아냐?,instiz
love,아이폰 차단 어떻게 확인해 ??,둘다 아이폰인 경우에 문자 파란색이면 보내진거야 전화가 직빵이긴함,instiz
breakup,잘 지내만 보내면 어때?,와 나 이렇게 보냄,instiz
love,와 내 애인 청소년 요금 낸다는 거 듣고 기절할뻔,아앀ㅋㅋㅋㅋㅋ 20살이구나,instiz
love,도와줘ㅜㅜㅜㅜ,새해복 이야기하면서 자연스럽게 약속잡아 새해에 봐야지ㄱㄱ,instiz
love,집 제외하고 결혼준비비용 얼마나 들었어?,스드메 추가금포함 300 신행 1인당 300정도! 가전가구는 있던거 써서 모르겠당,instiz
love,동기씨씨인데 다른 동기가 자꾸 신경쓰여,정신 차려,instiz
breakup,애인하고 헤어졌는데 애인 부모님에게 연락해야하는걸까?,아니 절대 ㄴㄴㄴ,instiz
couple,애인 술먹고 피방간거 맘에 안들어서 걍 잔다고했어,어떤 점이 맘에 안 들어?,instiz
love,75일 가고 헤어짐,난 53일 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ,instiz
love,헤어지고 프로필뮤직 계속 바꾸는거 왜이렇게 찌질하지,슬픈가봐,instiz
love,애인이 SNS로는 절대 티 안내는데 학교사람들 만나면 나랑 했던것들 나 엄청 자랑해 왜 그런거야?,그냥 인스타로 티내기 싫나봐,instiz
love,마음은 너무 좋은데 뚝딱거리다 나도 모르게 철벽친 적 있어??,나는 안그런데 상대가 그런사람 꽤봄,instiz
love,커플링 맞추고 하루만에 헤어진 커플 나야나,난 다 맞추고 배송 오기전에 헤어진적 있다ㅎㅎㅎ,instiz
love,애인 생기면 친한 사친?한테 스토리 답장 안해??,매일도 하긋다,instiz
love,애인 자취방에서 생리대를 발견했어,물어봐바 단도직입적으로,instiz
love,결혼하고 한명만 일하면 얼마정도 벌어야 먹고 살 수 있을까,최소 500? 그럭저럭 살듯,instiz
love,애인이 나만 멀티프로필 해놓으면 어떨 것 같아,엥 뭐하나 싶음,instiz
couple,말주변이 없어서 힘들다 ㅠ,입술박치기 해바,instiz
love,#청자#들은 연애 관련해서  사람 일 어떻게 될지 모른다고 생각해?,그냥 사람일은 어케될지 모름 어떤 방면에서든지,instiz
couple,ESTJ 원래 이렇게 애교가 많나,내 애인도 완전 대형견이여 ESTJ ㅋㅋ,instiz
love,재회했는데 원래 초반엔 좀 삐걱거리나?,나도 초반에만 좀 그랬어!!,instiz
etc,서로 반했다는걸 느끼는 순간 언제야?,서로 눈 계속 마주칠 때,instiz
love,연애 상담을 돈 주고 받는데도 있어 ?!!,엉 있지 재회상담도 있고 연애상담도 있고,instiz
love,"ISFP재회 어렵니,,,,",아닝? 아마두,instiz
couple,1월 1일에 싸운 커플은 우리 밖에 없을 거다 ^^,나도 방금 싸웠어 하,instiz
breakup,전애인은 이정도면 날 까먹은 것 같더라고 ?,"#화자#는 진심을 다해 그 사람을 만난거구, 그 사람은 #화자#를 보다듬기엔 그릇이 너무 작앗던거 아닐까",instiz
love,소개팅 애프터 못받고 까였는데 며칠 이따가 여자가 한 번 더 만나보자하는거 어떨껑같어?,할만한거같아,instiz
love,짝남 나한테 정털렸을까,술 취한 상태에서 스킨십 하는 거 싫어하면 그럴만두,instiz
flirt,카톡 답장 몇시간까지 괜찮은거야?,매번 그렇게 오래걸려?,instiz
oneside,내가 술마시고 호감을 표현했어,그정도 했는데 안쳐내는거 보면 비슷한마음 아닐까?,instiz
love,20대 중후반에 결혼한 남자들은 돈 못모았을텐데 어떻게 결혼 한거지? 가족 지원?,모은거 몇천  대부분 집안지원이지,instiz
love,재회해본 #청자#들은 어케 한거야,상대한테 먼저 연락 왔었엉 그렇게 자연스레 다시 연락 이어가다가 몇번 만나고 다시 고백하도라 물론 지금은 헤어졌슴미다,instiz
love,썸타는거도 감정소모 심하네,나는 개인적으로 썸타는게 더 감정소모 심한것같음ㅋㅋㅋㅋ,instiz
love,2-3만원대 애인 크리스마스 선물 추천좀 ㅠㅠㅠㅠ 살려죠,모자 !,instiz
love,인스타에 몸매 드러나는 사진 많으면 좀 개방적일까??,걸리면 소개 받지마 나중에 결국 그 문제로 한 번은 싸울 듯,instiz
